Date,Num_Employees,Returns_Pct,Sales,Num_Customers,Pct_On_Sale,Marketing,Near_Xmas,Near_BlackFriday,Holiday,DestinationEvent,Pct_Promotional,Econ_ChangeGDP,EconJobsChange,AnnualizedCPI
2012-07-26,7,1.342056906,12808.68854,50,13.19165975,ID60.6535 July In Store Credit Card Signup Discount;,0,0,No,No,0.001841075,,,
2012-07-27,9,0.662639752,15012.50625,57,9.53531487,ID77.4283 July In Store Credit Card Signup Discount;,0,0,No,No,0.001841075,,,
2012-07-28,9,0.87915202,17120.40417,72,11.93263338,ID34.5335 July In Store Credit Card Signup Discount;,0,0,No,No,0.001841075,,250.0,
2012-07-29,6,0.559315331,13780.25104,51,11.86271959,ID187.4951 July In Store Credit Card Signup Discount;,0,0,No,No,0.017232143,,,
2012-07-30,4,0.806442433,14901.07292,43,7.177972567,ID1.1934 July In Store Credit Card Signup Discount;,0,0,No,No,0.017232143,,,
2012-07-31,4,0.499197489,12761.12188,41,9.547957373,ID81.6142 July In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.017232143,,,
2012-08-01,5,0.610360526,13740.65417,52,9.577284277,ID4.2822 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.017232143,,,0.07198558198518668
2012-08-02,7,0.818836145,13524.09583,53,11.76053916,ID4.9739 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.017232143,,,
2012-08-03,7,0.34535783,14035.59896,55,13.96682754,ID23.147 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.017232143,,,
2012-08-04,6,0.990340884,15724.73542,74,10.00570096,ID24.5867 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.017232143,,3500.0,
2012-08-05,9,0.764442333,15026.53542,58,11.72319737,ID6.5476 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044655973,,,
2012-08-06,4,0.399652547,13041.08854,41,13.0738185,ID25.2042 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044655973,,,
2012-08-07,4,0.018260273,12312.98125,41,10.52270766,ID19.5236 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044655973,,,
2012-08-08,5,1.012421741,12552.26771,49,12.18715071,ID34.117 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044655973,,,
2012-08-09,7,0.659196673,12763.35521,45,10.50996239,ID41.7458 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044655973,,,
2012-08-10,9,1.255324619,13888.83958,60,16.64256123,ID39.9777 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044655973,,,
2012-08-11,7,0.835936027,16277.7375,69,13.93526921,ID74.7301 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044655973,,-5000.0,
2012-08-12,7,0.689030837,14039.58437,59,10.1331814,ID92.5855 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044466096,,,
2012-08-13,4,0.496583698,13436.40625,43,12.37145071,ID37.7972 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044466096,,,
2012-08-14,6,0.471410365,12495.78854,41,10.19608557,ID94.5722 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044466096,,,
2012-08-15,6,0.467723806,12824.32083,43,10.84403896,ID93.2012 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044466096,,,
2012-08-16,12,0.432918627,17848.20625,60,9.967900475,ID110.3682 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044466096,,,
2012-08-17,7,0.816100036,14207.72292,57,11.16146089,ID39.1052 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044466096,,,
2012-08-18,7,0.30867057,14228.16146,68,8.335325102,ID104.7461 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.044466096,,2000.0,
2012-08-19,9,0.880408898,13379.40833,52,11.43950413,ID62.3188 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047435984,,,
2012-08-20,6,0.154562709,12402.84792,34,10.57757706,ID122.4011 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047435984,,,
2012-08-21,4,0.153181795,12718.43958,40,13.02362049,ID156.7884 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047435984,,,
2012-08-22,5,0.560937515,12581.97396,40,13.336624,ID129.5648 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047435984,,,
2012-08-23,9,0.537766775,13872.98333,45,9.381481662,ID27.6862 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047435984,,,
2012-08-24,10,0.192454748,14182.33646,61,15.00255132,ID79.4708 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047435984,,,
2012-08-25,10,1.060032683,16112.03229,82,11.29550534,ID23.4466 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047435984,,1250.0,
2012-08-26,7,0.970040557,13141.03437,58,17.24344414,ID204.7023 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047338066,,,
2012-08-27,4,0.625706674,13117.63125,39,10.84527586,ID202.6381 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047338066,,,
2012-08-28,4,0.518959306,13485.25417,39,12.42858987,ID179.9924 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047338066,,,
2012-08-29,6,0.466801829,12733.28021,33,12.65082117,ID182.6228 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047338066,,,
2012-08-30,9,0.751396506,13240.89167,34,11.76540535,ID143.8049 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047338066,,,
2012-08-31,9,0.389210572,14588.62188,52,10.68546989,ID205.6679 August In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign,0,0,No,No,0.047338066,,,
2012-09-01,10,0.985069365,15706.01458,82,14.91512704,ID7.2333 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.047338066,,-250.0,0.05878183854950492
2012-09-02,9,1.217185197,15574.82812,71,12.62851756,ID1.4763 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.049866712,,,
2012-09-03,4,0.692323965,15359.91562,72,11.38860964,ID19.367 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.049866712,,,
2012-09-04,6,0.200695051,11846.83229,28,9.414527184,ID30.5005 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.049866712,,,
2012-09-05,6,0.663330556,12118.89583,26,9.41641706,ID24.7132 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.049866712,,,
2012-09-06,9,1.095100524,13265.91562,35,7.996795854,ID32.0763 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.049866712,,,
2012-09-07,7,0.661227327,13128.43438,40,8.657403912,ID0.9547 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.049866712,,,
2012-09-08,6,0.907692819,14989.98958,54,7.876624845,ID57.0426 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.049866712,,6250.0,
2012-09-09,9,0.379113847,14111.55208,43,7.565710449,ID58.764 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,No,No,0.056375383,,,
2012-09-10,10,0.527496518,19077.22917,98,9.52674343,ID50.796 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,Yes,Yes,0.056375383,,,
2012-09-11,12,0.680553353,23857.8375,112,6.829912234,ID1.7572 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,Yes,Yes,0.056375383,,,
2012-09-12,12,0.16494919,19911.32083,109,9.942179642,ID76.0011 September In Store Credit Card Signup Discount; Back to School Mailer and Billboard Campaign; Labor Day Sales Event Campaign,0,0,Yes,Yes,0.056375383,,,
2012-09-13,7,0.718353488,12959.11458,37,10.59556487,ID68.8791 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.056375383,,,
2012-09-14,7,0.544874728,12966.73646,41,9.698357227,ID65.8381 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.056375383,,,
2012-09-15,9,0.581632298,16142.72604,59,10.97505239,ID55.4812 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.056375383,,3750.0,
2012-09-16,7,0.772116831,13553.28542,43,8.216461045,ID111.1316 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.055513385,,,
2012-09-17,4,0.603517275,13044.52396,29,6.744007945,ID143.4009 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.055513385,,,
2012-09-18,4,0.401890372,12903.28438,26,9.667945685,ID106.9381 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.055513385,,,
2012-09-19,5,0.301394572,12073.06979,26,7.034691204,ID136.9457 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.055513385,,,
2012-09-20,12,0.924499827,12746.98333,36,10.95808176,ID135.4624 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.055513385,,,
2012-09-21,9,0.845998364,13716.6,44,11.06190864,ID118.1285 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.055513385,,,
2012-09-22,9,1.415146537,15853.38542,70,7.818324664,ID135.8954 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.055513385,,0.0,
2012-09-23,10,0.110863655,13200.31458,51,12.10503309,ID124.7216 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.052236858,,,
2012-09-24,4,0.282442657,11856.2125,28,11.29680494,ID63.0754 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.052236858,,,
2012-09-25,6,0.454222542,12984.35104,25,9.519923798,ID2.1624 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.052236858,,,
2012-09-26,6,0.085722416,12400.42292,28,13.68567211,ID136.3216 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.052236858,,,
2012-09-27,9,0.707142417,12299.70208,31,7.853357239,ID216.578 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.052236858,,,
2012-09-28,9,0.536909439,13849.48229,43,11.48400897,ID217.1346 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.052236858,,,
2012-09-29,10,0.659026916,15814.57917,69,10.58573077,ID260.4503 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.052236858,,1000.0,
2012-09-30,7,1.16424698,13550.15938,43,12.58922374,ID177.3285 Fall In Store Credit Card Signup Discount; Summer Clearance Email Campaign; Fall Product Roll Out Email Campaign,0,0,No,No,0.050737496,,,
2012-10-01,4,0.726245104,11802.34687,24,11.34419491,ID9.85 October In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign,0,0,No,No,0.050737496,0.1,,0.032845874382564366
2012-10-02,6,0.295472718,13476.04792,29,8.19205096,ID4.5868 In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign,0,0,No,No,0.050737496,,,
2012-10-03,5,0.168272844,13029.99271,27,8.30343039,ID6.964 In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign,0,0,No,No,0.050737496,,,
2012-10-04,7,0.239311129,12927.17708,36,13.59949685,ID22.347 In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign,0,0,No,No,0.050737496,,,
2012-10-05,9,0.754337744,14067.42917,44,11.35122607,ID30.6805 In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign,0,0,No,No,0.050737496,,,
2012-10-06,25,1.215392712,37809.97604,290,10.281271,ID46.1922 In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign,0,0,Yes,Yes,0.050737496,,-11250.0,
2012-10-07,24,0.213829994,24444.075,188,11.48485444,ID52.5675 In Store Credit Card Signup Discount; Fall Product Roll Out Email Campaign,0,0,Yes,Yes,0.052610438,,,
2012-10-08,10,0.235877087,20026.90313,117,13.31302971,ID52.5961 In Store Credit Card Signup Discount;,0,0,Yes,Yes,0.052610438,,,
2012-10-09,6,0.47035137,11926.35833,24,9.879775426,ID8.4204 In Store Credit Card Signup Discount;,0,0,No,No,0.052610438,,,
2012-10-10,5,0.430757201,11937.73125,25,12.71452875,ID25.1244 In Store Credit Card Signup Discount;,0,0,No,No,0.052610438,,,
2012-10-11,9,0.182335591,13357.90833,35,9.297437784,ID28.2364 In Store Credit Card Signup Discount;,0,0,No,No,0.052610438,,,
2012-10-12,10,1.056330258,14258.01458,55,12.58579572,ID60.064 In Store Credit Card Signup Discount;,0,0,No,No,0.052610438,,,
2012-10-13,9,0.471542826,17859.33333,75,12.71991051,ID51.665 In Store Credit Card Signup Discount;,0,0,No,No,0.052610438,,-1500.0,
2012-10-14,9,0.857214204,15175.96771,53,8.455844906,ID136.2014 In Store Credit Card Signup Discount;,0,0,No,No,0.052383315,,,
2012-10-15,6,0.279881539,12864.01875,27,13.29896729,ID3.3837 In Store Credit Card Signup Discount;,0,0,No,No,0.052383315,,,
2012-10-16,6,0.612948978,13619.55937,32,8.709854607,ID49.9124 In Store Credit Card Signup Discount;,0,0,No,No,0.052383315,,,
2012-10-17,5,0.860064318,13836.45521,29,7.484421782,ID161.5956 In Store Credit Card Signup Discount;,0,0,No,No,0.052383315,,,
2012-10-18,12,0.355086414,13448.26771,34,15.10429926,ID58.9709 In Store Credit Card Signup Discount;,0,0,No,No,0.052383315,,,
2012-10-19,15,0.735505511,15483.18646,48,17.30868109,ID21.0428 In Store Credit Card Signup Discount;,0,0,No,No,0.052383315,,,
2012-10-20,13,0.900303237,19420.35937,90,18.01624573,ID193.1042 In Store Credit Card Signup Discount;,0,0,No,No,0.052383315,,-500.0,
2012-10-21,10,0.675728593,18451.98229,55,15.20415467,ID184.46 In Store Credit Card Signup Discount;,0,0,No,No,0.047613858,,,
2012-10-22,6,0.645863352,13583.93021,27,8.381927804,ID203.9154 In Store Credit Card Signup Discount;,0,0,No,No,0.047613858,,,
2012-10-23,6,0.565538311,14399.65208,33,10.8879513,ID47.7087 In Store Credit Card Signup Discount;,0,0,No,No,0.047613858,,,
2012-10-24,7,0.220919098,14214.40208,37,9.084385141,ID76.9084 In Store Credit Card Signup Discount;,0,0,No,No,0.047613858,,,
2012-10-25,10,0.33513764,16349.53021,35,7.69672991,ID198.409 In Store Credit Card Signup Discount;,0,0,No,No,0.047613858,,,
2012-10-26,12,0.910966792,16249.97396,45,9.554872885,ID148.6645 In Store Credit Card Signup Discount;,0,0,No,No,0.047613858,,,
2012-10-27,12,0.276232503,17226.00833,55,12.87498078,ID200.0452 In Store Credit Card Signup Discount;,0,0,No,No,0.047613858,,-2750.0,
2012-10-28,10,0.362910342,16479.06667,40,10.5441359,ID162.0394 In Store Credit Card Signup Discount;,0,0,No,No,0.046630313,,,
2012-10-29,6,0.491810161,14863.35313,25,12.06704599,ID39.7967 In Store Credit Card Signup Discount;,0,0,No,No,0.046630313,,,
2012-10-30,6,0.235982388,14401.95521,29,6.951511141,ID243.0758 In Store Credit Card Signup Discount;,0,0,No,No,0.046630313,,,
2012-10-31,6,0.242346607,15906.12812,36,7.673620403,ID6.7592 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer,0,0,No,No,0.046630313,,,
2012-11-01,7,0.554210498,16293.39583,35,12.69729851,ID6.4748 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer,0,0,No,No,0.046630313,,,-0.01996703888169471
2012-11-02,12,0.098491776,12336.72083,54,6.72761681,ID19.3929 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer,0,0,No,No,0.046630313,,,
2012-11-03,9,0.632476273,19428.75938,76,7.859677097,ID19.3752 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer,0,0,No,No,0.046630313,,4500.0,
2012-11-04,9,1.13996495,18345.36146,57,11.97161312,ID39.1014 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer,0,0,No,No,0.045138254,,,
2012-11-05,4,0.227676866,15731.65833,27,10.59433911,ID32.5525 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer,0,0,No,No,0.045138254,,,
2012-11-06,6,0.355818242,15603.92083,27,11.80158688,ID15.9412 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer,0,0,No,No,0.045138254,,,
2012-11-07,7,0.5781654,15691.14688,31,13.02163863,ID24.261 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz,0,0,No,No,0.045138254,,,
2012-11-08,9,0.094976733,16372.21979,36,8.04966681,ID16.6085 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz,0,0,No,No,0.045138254,,,
2012-11-09,12,0.662525157,18712.79167,52,10.1967926,ID27.6835 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz,0,0,No,No,0.045138254,,,
2012-11-10,30,0.831850389,38581.36563,309,12.53627923,ID53.6663 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz,0,0,Yes,Yes,0.045138254,,14250.0,
2012-11-11,36,0.595459442,28871.16562,236,9.715806308,ID29.5373 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz,0,0,Yes,Yes,0.04431034,,,
2012-11-12,16,0.370131488,30936.57083,208,11.22825384,ID124.1958 In Store Credit Card Signup Discount; Verterns Door Walk in Sale Mailer; Black Friday Blitz,0,0,Yes,Yes,0.04431034,,,
2012-11-13,6,0.909543426,16157.46146,31,7.945289225,ID5.9006 In Store Credit Card Signup Discount; Black Friday Blitz,0,0,No,No,0.04431034,,,
2012-11-14,9,0.390816605,15930.25208,33,9.80200867,ID31.707 In Store Credit Card Signup Discount; Black Friday Blitz,0,0,No,No,0.04431034,,,
2012-11-15,9,1.083370144,16435.09479,40,13.18478764,ID19.522 In Store Credit Card Signup Discount; Black Friday Blitz,0,0,No,No,0.04431034,,,
2012-11-16,15,0.917440381,18621.31354,59,17.8975739,ID98.3352 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,1,No,No,0.04431034,,,
2012-11-17,18,1.324643939,29591.61979,105,23.71031261,ID65.0255 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,2,No,No,0.04431034,,7750.0,
2012-11-18,16,0.800928239,21101.02188,77,17.7651387,ID27.6364 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,3,No,No,0.062555498,,,
2012-11-19,8,0.549318497,18734.39375,52,10.50553204,ID22.0351 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,4,No,No,0.062555498,,,
2012-11-20,8,0.745656625,17553.80625,54,17.55100031,ID198.0523 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,5,No,No,0.062555498,,,
2012-11-21,9,0.554872863,20701.26042,59,16.83075445,ID111.9691 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,6,No,No,0.062555498,,,
2012-11-22,6,0.115866745,18714.70729,86,18.04400829,ID97.9764 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,7,No,No,0.062555498,,,
2012-11-23,28,2.164823481,56492.59688,395,18.88326786,ID129.1367 In Store Credit Card Signup Discount; Black Friday Blitz; TV commercial; radio spot,0,8,Yes,No,0.062555498,,,
2012-11-24,15,1.064101264,24661.02188,108,19.49444213,ID102.3516 In Store Credit Card Signup Discount; Christmas Email Campaign,0,7,No,No,0.062555498,,6250.0,
2012-11-25,13,1.80223954,23057.7375,81,20.79460133,ID86.175 In Store Credit Card Signup Discount; Christmas Email Campaign,1,6,No,No,0.063571718,,,
2012-11-26,6,0.526811914,19088.95104,32,17.295277,ID112.6918 In Store Credit Card Signup Discount; Christmas Email Campaign,2,5,No,No,0.063571718,,,
2012-11-27,6,0.51673437,17284.64479,30,12.67181466,ID41.4879 In Store Credit Card Signup Discount; Christmas Email Campaign,3,4,No,No,0.063571718,,,
2012-11-28,5,0.724647872,20982.50312,35,13.35659953,ID246.3047 In Store Credit Card Signup Discount; Christmas Email Campaign,4,3,No,No,0.063571718,,,
2012-11-29,10,1.545681709,22241.82083,35,12.36295567,ID195.9829 In Store Credit Card Signup Discount; Christmas Email Campaign,5,2,No,No,0.063571718,,,
2012-11-30,12,1.058942778,23409.96458,45,18.86122125,ID42.0512 In Store Credit Card Signup Discount; Christmas Email Campaign,6,1,No,No,0.063571718,,,
2012-12-01,12,1.145152059,27141.58646,98,13.08463398,ID11.1156 In Store Credit Card Signup Discount; Christmas Email Campaign,7,0,No,No,0.063571718,,2500.0,-0.0014520120367230716
2012-12-02,12,1.852453706,27142.825,69,13.53551662,ID11.8717 In Store Credit Card Signup Discount; Christmas Email Campaign,8,0,No,No,0.06899898,,,
2012-12-03,6,0.63633583,21924.70104,34,17.57130932,ID21.5443 In Store Credit Card Signup Discount; Christmas Email Campaign,9,0,No,No,0.06899898,,,
2012-12-04,4,0.463755216,22432.2625,36,20.29680402,ID13.2491 In Store Credit Card Signup Discount; Christmas Email Campaign,10,0,No,No,0.06899898,,,
2012-12-05,5,1.047066303,23157.17917,44,18.81156672,ID27.4057 In Store Credit Card Signup Discount; Christmas Email Campaign,11,0,No,No,0.06899898,,,
2012-12-06,7,1.503641709,23329.70521,46,16.99871245,ID29.9345 In Store Credit Card Signup Discount; Christmas Email Campaign,12,0,No,No,0.06899898,,,
2012-12-07,10,1.070842719,26483.71875,59,15.75523672,ID60.8058 In Store Credit Card Signup Discount; Christmas Email Campaign,13,0,No,No,0.06899898,,,
2012-12-08,10,1.138684634,26304.38229,89,12.55122925,ID61.1353 In Store Credit Card Signup Discount; Christmas Email Campaign,14,0,No,No,0.06899898,,-26000.0,
